Lake_name,Lake_elevation,Lake_area,Lake_depth,Invasion_category,Sample_type,Sample_origin,Collected_date,Collected_year,Collected_month_number,Collected_month_name_long,Collected_month_name_short,Littoral_zoobenthic_macroinvert_community_sample,Collected_time,Transect,Lat,Long,Depth,Total _count,Vial_count,Functional_feeding_group,Method_of_take,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_ID,Tube_size_ml,Preservative,Remove from case,Approx weight of tube (g),Notes1,Notes2,Wet weight tube (g),In_oven_date,Oven_temp_(C),Test1 date,Test1 weight tube (g),Test2 date,Test2 weight tube (g),Daily change,Test 3 date,Test 3 weight (g),Daily change,Out_oven_date,Dry_time_(h),Est pre-powder dry sample in tube (g),Est # isotope samples in tube,Powder complete date,Post-powder Powder+tube weight (g),Powder lost (g),Powder available for isotope caps (g),Est number of isotope caps possible from powder,Cell well tray,Mixed sample? Y/N,Count of individuals,Weight of individual,Mixed with which tube?,Powder weight contributed (mg),Isotope sample weight (mg),Empty?,Well_Row,Well_Column,Isotope_sample_ID_(year+tray+x+y),Isotope_sample_complete_date,13C,15N
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,6,48.82623,-114.118757,1.5,1,1,Collector-filterer,D-net,Fingernail clam,Sphaeriidae,NA,NA,2018-S,SBV,1.5,Ethanol,DONE 11/6/18,0.9862,,,2.162,11/6/2018 15:15,60,11/7/2018 17:44,1.054,11/8/2018 16:05,1.054,0.00%,11/9/2018 15:51,1.054,0.00%,11/9/2018 15:51,73,0.0678,67.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,Y,,,"TBN, SBV",0.227,0.245,Y,C,6,2019-JAN-19-017-C-6,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,6,48.82623,-114.118757,1.5,4,4,Piercer-predator,D-net,Backswimmer,Notonectidae,NA,NA,2018-S,SBW,1.5,Ethanol,NA,0.9862,,,2.275,11/6/2018 15:15,60,11/7/2018 17:44,1.091,11/8/2018 16:05,1.091,0.00%,11/9/2018 15:51,1.091,0.00%,11/9/2018 15:51,73,0.1048,104.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,N,,,NA,1.06,1.06,N,B,8,2019-JAN-19-017-B-8,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,6,48.82623,-114.118757,1.5,2,2,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-S,SBX,1.5,Ethanol,NA,0.9862,Red,,2.145,11/6/2018 15:15,60,11/7/2018 17:44,1.05,11/8/2018 16:05,1.05,0.00%,11/9/2018 15:51,1.05,0.00%,11/9/2018 15:51,73,0.0638,63.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"TAW, TAG, SBX",0.049,0.382,Y,E,12,2019-JAN-19-016-E-12,1/19/2019,,
Quartz,1345,352,84,Remediated,Fish,Autochthonous,9/22/2018,2018,9,September,Sep,NO,NA,6,48.82623,-114.118757,1.5,1,1,NA,Hook and line,Westslope cutthroat trout,Oncorhynchus clarkii lewisi,316,,2018-S,SBY,1.5,Ethanol,NA,0.9862,Fish fry,,2.388,11/6/2018 15:15,60,11/7/2018 17:44,1.114,11/8/2018 16:05,1.114,0.00%,11/9/2018 15:51,1.114,0.00%,11/9/2018 15:51,73,0.1278,127.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,N,,,NA,1.065,1.065,N,F,10,2019-JAN-19-016-F-10,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,12,12,Collector-gatherer-shredder-detritivore,D-net,Scud,Amphipoda,NA,NA,2018-S,SAA,1.5,Ethanol,NA,0.9862,,,2.285,11/6/2018 15:15,60,11/7/2018 17:44,1.066,11/8/2018 16:05,1.066,0.00%,11/9/2018 15:51,1.066,0.00%,11/9/2018 15:51,73,0.0798,79.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,N,,,NA,1.014,1.014,N,E,1,2019-JAN-19-016-E-1,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,4,4,Collector-gatherer-filterer,D-net,Spiny crawler mayfly,Ephemerellidae,NA,NA,2018-S,SAB,1.5,Ethanol,NA,0.9862,,,2.166,11/6/2018 15:15,60,11/7/2018 17:44,1.061,11/8/2018 16:05,1.061,0.00%,11/9/2018 15:51,1.061,0.00%,11/9/2018 15:51,73,0.0748,74.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-10-016,N,,,NA,1.027,1.027,Y,F,2,2019-JAN-10-016-F-2,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,14,14,Piercer-predator,D-net,Backswimmer,Notonectidae,NA,NA,2018-S,SAC,1.5,Ethanol,NA,0.9862,,,2.328,11/6/2018 15:15,60,11/7/2018 17:44,1.066,11/8/2018 16:05,1.066,0.00%,11/9/2018 15:51,1.066,0.00%,11/9/2018 15:51,73,0.0798,79.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,N,,,NA,0.921,0.921,N,A,11,2019-JAN-19-017-A-11,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,1,1,Engulfer-predator,D-net,Alderfly,Sialidae,NA,NA,2018-S,SAD,1.5,Ethanol,NA,0.9862,,,2.262,11/6/2018 15:15,60,11/7/2018 17:44,1.086,11/8/2018 16:05,1.086,0.00%,11/9/2018 15:51,1.086,0.00%,11/9/2018 15:51,73,0.0998,99.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,N,,,NA,1.049,1.049,Y,C,5,2019-JAN-19-017-C-5,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,2,2,Collector-gather-scraper,D-net,Squaregill mayfly,Caenidae,NA,NA,2018-S,SAE,1.5,Ethanol,NA,0.9862,,,2.208,11/6/2018 15:15,60,11/7/2018 17:44,1.043,11/8/2018 16:05,1.043,0.00%,11/9/2018 15:51,1.043,0.00%,11/9/2018 15:51,73,0.0568,56.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"SCG, SAE, SAZ (.558)",0.193,0.945,Y,E,5,2019-JAN-19-016-E-5,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,4,4,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2018-S,SAF,1.5,Ethanol,DONE 11/6/18,0.9862,,,1.234,11/6/2018 15:15,60,11/7/2018 17:44,1.048,11/8/2018 16:05,1.048,0.00%,11/9/2018 15:51,1.048,0.00%,11/9/2018 15:51,73,0.0618,61.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"TBC, TAL, SDK, SCC, SAX",0.388,0.973,N,G,10,2019-JAN-19-016-G-10,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,1,1,Scraper-collector-gatherer,D-net,Planorbid snail,Planorbidae,NA,NA,2018-S,SAG,1.5,Ethanol,DONE 11/6/18,0.9862,,,2.154,11/6/2018 15:15,60,11/7/2018 17:44,1.067,11/8/2018 16:05,1.067,0.00%,11/9/2018 15:51,1.067,0.00%,11/9/2018 15:51,73,0.0808,80.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,Y,,,"TBA, SAG",0.621,0.791,Y,B,10,2019-JAN-19-017-B-10,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,0.5,2,2,Collector-gatherer-scraper,D-net,Midge,Chironomidae,NA,NA,2018-S,SAH,1.5,Ethanol,NA,0.9862,Red,,2.197,11/6/2018 15:15,60,11/7/2018 17:44,1.069,11/8/2018 16:05,1.069,0.00%,11/9/2018 15:51,1.069,0.00%,11/9/2018 15:51,73,0.0828,82.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"SDL, SBE, SAH",0.49,0.579,Y,E,10,2019-JAN-19-016-E-10,1/19/2019,,
Quartz,1345,352,84,Remediated,Plant,Allochthonous,9/22/2018,2018,9,September,Sep,NO,NA,7,48.819477,-114.121128,0.5,1,1,NA,,Moth,Lepidoptera,NA,NA,2018-S,SAI,1.5,Water,NA,0.9862,Allochthonous animal,,2.313,11/6/2018 15:15,60,11/7/2018 17:44,1.076,11/8/2018 16:05,1.076,0.00%,11/9/2018 15:51,1.076,0.00%,11/9/2018 15:51,73,0.0898,8.98,1/19/2019,,#REF!,-0.9862,-98.62,2019-JAN-19-016,N,,,NA,0.914,0.914,N,C,7,2019-JAN-19-016-C-7,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1,15,15,Collector-gatherer-shredder-detritivore,D-net,Scud,Amphipoda,NA,NA,2018-S,SAJ,1.5,Ethanol,NA,0.9862,,,2.277,11/6/2018 15:15,60,11/7/2018 17:44,1.068,11/8/2018 16:05,1.068,0.00%,11/9/2018 15:51,1.068,0.00%,11/9/2018 15:51,73,0.0818,81.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,N,,,NA,0.925,0.925,N,E,2,2019-JAN-19-016-E-2,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1,1,1,Piercer-predator,D-net,Water mite,Hydrachnidia,NA,NA,2018-S,SAK,1.5,Ethanol,NA,0.9862,Water mite,,2.175,11/6/2018 15:15,60,11/7/2018 17:44,1.061,11/8/2018 16:05,1.061,0.00%,11/9/2018 15:51,1.061,0.00%,11/9/2018 15:51,73,0.0748,74.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"SDQ, SAK",0.246,0.938,Y,G,7,2019-JAN-19-016-G-7,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1,2,2,Collector-gatherer-filterer,D-net,Spiny crawler mayfly,Ephemerellidae,NA,NA,2018-S,SAL,1.5,Ethanol,NA,0.9862,,,2.159,11/6/2018 15:15,60,11/7/2018 17:44,1.051,11/8/2018 16:05,1.051,0.00%,11/9/2018 15:51,1.051,0.00%,11/9/2018 15:51,73,0.0648,64.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-10-016,,,,"SCN, SAL",0.295,0.295,Y,F,5,2019-JAN-10-016-F-5,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1,1,1,Piercer-predator,D-net,Backswimmer,Notonectidae,NA,NA,2018-S,SAM,1.5,Ethanol,NA,0.9862,,,2.17,11/6/2018 15:15,60,11/7/2018 17:44,1.059,11/8/2018 16:05,1.059,0.00%,11/9/2018 15:51,1.059,0.00%,11/9/2018 15:51,73,0.0728,72.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,N,,,NA,0.679,0.679,Y,B,6,2019-JAN-19-017-B-6,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1,1,1,Piercer-predator,D-net,Leech,Hirudinea,NA,NA,2018-S,SAN,1.5,Ethanol,NA,0.9862,,,2.162,11/6/2018 15:15,60,11/7/2018 17:44,1.055,11/8/2018 16:05,1.055,0.00%,11/9/2018 15:51,1.055,0.00%,11/9/2018 15:51,73,0.0688,68.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"SAN, SBT (.189)",0.574,0.763,Y,G,5,2019-JAN-19-016-G-5,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1,1,1,Collector-gatherer-engulfer,D-net,Oligochaete worm,Naididae,NA,NA,2018-S,SAO,1.5,Ethanol,NA,0.9862,,,2.288,11/6/2018 15:15,60,11/7/2018 17:44,1.066,11/8/2018 16:05,1.066,0.00%,11/9/2018 15:51,1.066,0.00%,11/9/2018 15:51,73,0.0798,79.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,Y,,,"SBP, SAO",0.94,1.086,N,A,4,2019-JAN-19-017-A-4,1/19/2019,,
Quartz,1345,352,84,Remediated,Plant,Autochthonous,9/22/2018,2018,9,September,Sep,NO,NA,7,48.819477,-114.121128,1.5,1,1,NA,D-net,Common water crowfoot,Ranunculus aquatilis,NA,NA,2018-15ml-1,SEA,15,Water,NA,6.942,Macrophyte,,,1/9/2019 11:20,,,,,,#DIV/0!,,,,1/17/2019 12:00,193,-6.942,-694.2,1/19/2019,,#REF!,-6.942,-694.2,2019-JAN-19-017,N,,,NA,9.742,9.742,Y,C,8,2019-JAN-19-017-C-8,1/19/2019,,
Quartz,1345,352,84,Remediated,Plant,Allochthonous,9/22/2018,2018,9,September,Sep,NO,NA,7,48.819477,-114.121128,1.5,1,1,NA,D-net,Birch,Betula spp.,NA,NA,?,SEB,15,Water,NA,6.942,,Birch leaf,,1/9/2019 11:20,,,,,,#DIV/0!,,,,1/17/2019 12:00,193,-6.942,-694.2,1/19/2019,,#REF!,-6.942,-694.2,,,,,,,,,,,--,0,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1.5,6,6,Collector-gatherer-shredder-detritivore,D-net,Scud,Amphipoda,NA,NA,2018-S,SAP,1.5,Ethanol,NA,0.9862,,,2.26,11/6/2018 15:15,60,11/7/2018 17:44,1.084,11/8/2018 16:05,1.084,0.00%,11/9/2018 15:51,1.084,0.00%,11/9/2018 15:51,73,0.0978,97.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,N,,,NA,1.072,1.072,N,E,3,2019-JAN-19-016-E-3,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1.5,5,5,Collector-gatherer-filterer,D-net,Spiny crawler mayfly,Ephemerellidae,NA,NA,2018-S,SAQ,1.5,Ethanol,NA,0.9862,,,2.16,11/6/2018 15:15,60,11/7/2018 17:44,1.058,11/8/2018 16:05,1.058,0.00%,11/9/2018 15:51,1.058,0.00%,11/9/2018 15:51,73,0.0718,71.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-10-016,Y,,,"SBR, SAQ",0.967,1.061,Y,F,8,2019-JAN-10-016-F-8,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1.5,3,3,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2018-S,SAR,1.5,Ethanol,DONE 11/6/18,0.9862,,,1.471,11/6/2018 15:15,60,11/7/2018 17:44,1.053,11/8/2018 16:05,1.053,0.00%,11/9/2018 15:51,1.053,0.00%,11/9/2018 15:51,73,0.0668,66.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,Y,,,"SDE, SBU, SAR",0.185,0.801,Y,H,2,2019-JAN-19-016-H-2,1/19/2019,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,YES,NA,7,48.819477,-114.121128,1.5,1,1,Piercer-predator,D-net,Backswimmer,Notonectidae,NA,NA,2018-S,SAS,1.5,Ethanol,NA,0.9862,,,2.164,11/6/2018 15:15,60,11/7/2018 17:44,1.058,11/8/2018 16:05,1.058,0.00%,11/9/2018 15:51,1.058,0.00%,11/9/2018 15:51,73,0.0718,71.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-017,Y,,,"SAS, SBW (.250)",0.581,0.831,Y,B,9,2019-JAN-19-017-B-9,1/19/2019,,
Quartz,1345,352,84,Remediated,Egg sac,Autochthonous,9/22/2018,2018,9,September,Sep,NO,NA,7,48.819477,-114.121128,1.5,1,1,NA,D-net,Egg sac,Egg sac,NA,NA,2018-S,SAT,1.5,Ethanol,NA,0.9862,green globe,,2.144,11/6/2018 15:15,60,11/7/2018 17:44,1.055,11/8/2018 16:05,1.054,0.09%,11/9/2018 15:51,1.054,0.00%,11/9/2018 15:51,73,0.0678,67.8,1/19/2019,,#REF!,-0.9862,,2019-JAN-19-016,N,,,NA,0.547,0.547,Y,C,3,2019-JAN-19-016-C-3,1/19/2019,,
Quartz,1345,352,84,Remediated,RM,Autochthonous,9/22/2018,2018,9,September,Sep,RM,NA,6,48.82623,-114.118757,25,0,0,NA,,,Nothing,NA,NA,RM,,0,RM,NA,,Profundal #1,,,11/9/2018 14:34,,,,,,#DIV/0!,,,#DIV/0!,11/9/2018 14:34,0,0,0,11/9/2018 14:34,,#REF!,0,,empty,empty,empty,empty,empty,empty,empty,Y,empty,empty,empty-empty-empty,11/9/2018 14:34,,
Quartz,1345,352,84,Remediated,RM,Autochthonous,9/22/2018,2018,9,September,Sep,RM,NA,5,48.826675,-114.125345,12.5,1,1,NA,,RM,RM,NA,NA,RM,SAU,1.5,RM,empty,0.9862,Profundal #2,,,11/6/2018 15:15,60,,,,,#DIV/0!,,,#DIV/0!,11/6/2018 15:15,0,-0.9862,-986.2,11/6/2018 15:15,,#REF!,-0.9862,,empty,empty,empty,empty,empty,empty,empty,Y,empty,empty,empty-empty-empty,11/6/2018 15:15,,
Quartz,1345,352,84,Remediated,Invertebrate,Autochthonous,9/22/2018,2018,9,September,Sep,NO,NA,5,48.826675,-114.125345,12.5,1,1,Collector-gatherer-shredder-detritivore,Dredge,Scud,Amphipoda,NA,NA,2018-S,SAV,1.5,Ethanol,NA,0.9862,Profundal #2,,2.165,11/6/2018 15:15,60,11/7/2018 17:44,1.052,11/8/2018 16:05,1.052,0.00%,11/9/2018 15:51,1.052,0.00%,11/9/2018 15:51,73,0.0658,65.8,1/19/2019,,#REF!,-0.9862,-986.2,2019-JAN-19-016,N,,,NA,0.204,0.204,Y,E,4,2019-JAN-19-016-E-4,1/19/2019,,
Quartz,1345,352,84,Remediated,RM,Autochthonous,9/22/2018,2018,9,September,Sep,RM,NA,5,48.826675,-114.125345,15,0,0,NA,,,Nothing,NA,NA,RM,,0,RM,NA,,Profundal #3,,,11/9/2018 14:34,,,,,,,,,#DIV/0!,11/9/2018 14:34,0,,,11/9/2018 14:34,,,,,empty,empty,empty,empty,empty,empty,empty,Y,empty,empty,empty-empty-empty,11/9/2018 14:34,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,436,764,2018-T,FDN,1.5,Water,NA,0.9862,S3 HHR,17Bull12,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,2019-SEP-04-001,N,,,NA,1.078,1.078,N,F,12,2019-SEP-04-001-F-12,9/7/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,444,574,2018-T,RCX,1.5,Water,NA,0.9862,HHR,17Bull01,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,2019-NOV-02-001,N,,,NA,0.954,0.954,N,A,1,2019-NOV-02-001-A-1,11/2/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,552,1433,2018-T,PDN,1.5,Water,NA,0.9862,HHR,17Bull02,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,2019-SEP-04-001,N,,,NA,0.984,0.984,N,G,3,2019-SEP-04-001-G-3,9/7/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,536,1663,2018-T,RCS,1.5,Water,NA,0.9862,HHR,17Bull06,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,488,1019,2018-T,ICX,1.5,Water,NA,0.9862,HHR,17Bull03,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,436,708,2018-T,IAZ,1.5,Water,NA,0.9862,HHR,17Bull04,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,2019-NOV-02-001,N,,,NA,1.025,1.025,N,A,2,2019-NOV-02-001-A-2,11/2/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,494,978,2018-T,CDJ,1.5,Water,NA,0.9862,S2 HHR,17Bull28,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,2019-SEP-04-001,N,,,NA,1.088,1.088,N,G,2,2019-SEP-04-001-G-2,9/7/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,780,4572,2018-T,RCY,1.5,Water,NA,0.9862,HHR,17Bull07,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,731,3682,2018-T,TCL,1.5,Water,NA,0.9862,HHR,17Bull08,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,401,477,2018-T,RDK,1.5,Water,NA,0.9862,E1 HHR,17Bull37,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,525,1225,2018-T,RCV,1.5,Water,NA,0.9862,S3 HHR,17Bull10,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,375,354,2018-T,TCE,1.5,Water,NA,0.9862,S3 HHR,17Bull11,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,551,1801,2018-T,TCH,1.5,Water,NA,0.9862,HHR,17Bull05,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,544,1781,2018-T,TBT,1.5,Water,NA,0.9862,S3 HHR,17Bull14,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,2019-NOV-02-001,N,,,NA,0.917,0.917,N,A,3,2019-NOV-02-001-A-3,11/2/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,756,4548,,,,Water,NA,0.9862,M2 HHR,17Bull17,,,,,,,,,,,,doesn't exist,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,581,1773,,,,Water,NA,0.9862,S3 HHR,17Bull15,,,,,,,,,,,,doesn't exist,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,361,366,2018-T,PDB,1.5,Water,NA,0.9862,S2 HHR,17Bull22,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
Hungry Horse,1112,9630,149,Reference,Fish,Autochthonous,10/31/2017,2017,10,October,Oct,NO,NA,NA,NA,NA,NA,1,1,NA,Mono gill net MTFWP,Bull trout,Salvelinus confluentus,586,2120,2018-T,TBZ,1.5,Water,NA,0.9862,S2 HHR,17Bull32,,,60,,,,,,,,,3/13/2019 14:00,,,,,,,,,extra,extra,,,extra,extra,extra,N,extra,extra,extra-extra-extra,11/3/2019,,
