"sample_id","tube_box","tube_size_ml","isotope_id","lab_id","analysis_number","collected_datetime","lake","lake_d13c_baseline","lake_d15n_baseline","sample_latitude","sample_longitude","type_of_material","method_of_collection","preservative","scientific_name","common_name","individuals_count","depth","fish_total_length_mm","fish_weight_g","in_oven_datetime","oven_temperature_c","out_oven_datetime","empty","sample_net_weight_mg","total_c_ug","total_n_ug","d13c","d15n","d13c_baseline_corrected","d15n_baseline_corrected","c_comment","n_comment"
"CDJ","2018-T","1.5","PAPA-G-10",1669328,536359,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,494,978,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.088,525.42,163.11,-28.15,9.53,0.278333333333336,8.49583333333333,"",""
"RCY","2018-T","1.5","TANGO-G-12",1669714,536969,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,780,4572,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.096,509.93,136.7,-30.57,9.19,-2.14166666666667,8.15583333333333,"",""
"TCL","2018-T","1.5","TANGO-H-01",1669715,536975,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,731,3682,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.935,474.24,132.25,-29.22,9.44,-0.791666666666664,8.40583333333333,"",""
"RDK","2018-T","1.5","TANGO-H-02",1669716,536976,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,401,477,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.951,459.83,145.37,-27.25,9.53,1.17833333333333,8.49583333333333,"",""
"RCV","2018-T","1.5","TANGO-H-04",1669718,536978,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,525,1225,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.031,500.71,143.63,-28.68,10.21,-0.251666666666665,9.17583333333333,"",""
"TCE","2018-T","1.5","TANGO-H-05",1669719,536979,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,375,354,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.005,466.49,143.67,-29.26,9.74,-0.831666666666667,8.70583333333333,"",""
"TCH","2018-T","1.5","TANGO-H-06",1669720,536980,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,551,1801,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.991,508.76,130.44,-29.11,8.9,-0.681666666666665,7.86583333333333,"",""
"TBT","2018-T","1.5","GOLF-D-03",1668421,538024,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,544,1781,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.917,454.45,136.7,-29,9.28,-0.571666666666665,8.24583333333333,"",""
"PDB","2018-T","1.5","TANGO-H-07",1669721,536981,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,361,366,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.945,469.16,139.92,-28.71,9.41,-0.281666666666666,8.37583333333333,"",""
"TBZ","2018-T","1.5","TANGO-H-08",1669722,536982,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,586,2120,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.946,471.15,136.7,-29.46,8.93,-1.03166666666667,7.89583333333333,"",""
"RDC","2018-T","1.5","TANGO-H-09",1669723,536983,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,744,4193,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.052,526.99,161.1,-29.37,9.3,-0.941666666666666,8.26583333333333,"",""
"TBO","2018-T","1.5","GOLF-D-04",1668422,538025,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,394,517,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.975,475.67,149.09,-28.05,10,0.378333333333334,8.96583333333333,"",""
"TDF","2018-T","1.5","TANGO-H-10",1669724,536984,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,447,608,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.937,434.38,135.75,-28.21,10.51,0.218333333333334,9.47583333333333,"",""
"RDQ","2018-T","1.5","TANGO-H-11",1669725,536985,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,405,533,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.91,448.37,138.18,-26.23,9.56,2.19833333333333,8.52583333333333,"",""
"TCN","2018-T","1.5","PAPA-G-11",1669329,536360,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,676,3513,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.917,454.28,127.5,-29.09,9.84,-0.661666666666665,8.80583333333333,"",""
"TDA","2018-T","1.5","TANGO-H-12",1669726,536986,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,422,520,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.927,448.81,139.57,-27.47,9.66,0.958333333333336,8.62583333333333,"",""
"TCD","2018-T","1.5","UNIFORM-A-01",1669727,536993,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,421,535,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.027,502.4,157.16,-27.36,9.98,1.06833333333334,8.94583333333333,"",""
"PDP","2018-T","1.5","UNIFORM-A-03",1669729,536995,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,466,749,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.919,436.22,140.04,-27.81,9.51,0.618333333333336,8.47583333333333,"",""
"TBY","2018-T","1.5","UNIFORM-A-04",1669730,536996,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,360,286,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.943,438.27,142.27,-29.55,9.71,-1.12166666666667,8.67583333333333,"",""
"TDL","2018-T","1.5","UNIFORM-A-05",1669731,536997,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,390,531,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.049,485.06,160.26,-27.63,8.98,0.798333333333336,7.94583333333333,"",""
"TDM","2018-T","1.5","UNIFORM-A-06",1669732,536998,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,306,231,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.094,522.29,170.59,-27.22,9.49,1.20833333333334,8.45583333333333,"",""
"CDI","2018-T","1.5","UNIFORM-A-07",1669733,536999,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,464,731,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.94,464.09,142.96,-29.19,10.25,-0.761666666666667,9.21583333333333,"",""
"CCD","2018-T","1.5","PAPA-G-12",1669330,536361,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,341,334,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.034,486.33,154.18,-28.51,9.51,-0.081666666666667,8.47583333333333,"",""
"PDA","2018-T","1.5","UNIFORM-A-08",1669734,537000,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,329,300,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.989,485.27,150,-26.97,9.63,1.45833333333334,8.59583333333333,"",""
"TDD","2018-T","1.5","PAPA-H-01",1669331,536368,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,353,334,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.922,407.28,124.91,-28.16,9.38,0.268333333333334,8.34583333333333,"",""
"TCA","2018-T","1.5","UNIFORM-A-09",1669735,537001,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,400,462,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.913,448.17,141.13,-26.41,9.45,2.01833333333333,8.41583333333333,"",""
"RCT","2018-T","1.5","UNIFORM-A-10",1669736,537002,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,330,248,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.961,461.84,148.32,-27.48,9.18,0.948333333333334,8.14583333333333,"",""
"RDG","2018-T","1.5","UNIFORM-A-11",1669737,537003,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,315,221,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.918,448.66,139.23,-27.83,9.82,0.598333333333336,8.78583333333333,"",""
"TDK","2018-T","1.5","UNIFORM-A-12",1669738,537004,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,443,590,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.919,441.17,138.94,-27.46,9.38,0.968333333333334,8.34583333333333,"",""
"TDE","2018-T","1.5","UNIFORM-B-01",1669739,537010,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Salvelinus confluentus","Bull trout","1",NA,322,352,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.929,465.02,145.63,-27.2,9.63,1.22833333333334,8.59583333333333,"",""
"CCZ","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Oncorhynchus clarkii lewisi","Westslope cutthroat trout","1",NA,238,108,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCZ","2018-T","1.5","PAPA-H-02",1669332,536369,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Oncorhynchus clarkii lewisi","Westslope cutthroat trout","1",NA,374,541,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.068,531.47,140.78,-27.54,7.19,0.888333333333335,6.15583333333333,"",""
"TBQ","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Oncorhynchus clarkii lewisi","Westslope cutthroat trout","1",NA,209,79,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCB","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Oncorhynchus clarkii lewisi","Westslope cutthroat trout","1",NA,274,189,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDE","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Oncorhynchus clarkii lewisi","Westslope cutthroat trout","1",NA,176,43,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCO","2018-T","1.5","PAPA-H-04",1669334,536371,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,275,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.093,521.24,166.88,-31.01,6.01,-2.58166666666667,4.97583333333333,"",""
"RDB","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,273,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDL","2018-T","1.5","PAPA-H-05",1669335,536372,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,313,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.966,452.79,144.83,-30.91,6.05,-2.48166666666667,5.01583333333333,"",""
"TDB","2018-T","1.5","PAPA-H-06",1669336,536373,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,305,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.956,463.89,146.03,-30.78,5.85,-2.35166666666667,4.81583333333333,"",""
"ICV","2018-T","1.5","PAPA-H-07",1669337,536374,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,310,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.921,425.29,134.44,-31.06,5.77,-2.63166666666666,4.73583333333333,"",""
"RDP","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,259,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDL","2018-T","1.5","PAPA-H-08",1669338,536375,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,280,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.977,370.59,120.09,-29.97,6.45,-1.54166666666666,5.41583333333333,"",""
"TCI","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Prosopium williamsoni","Mountain whitefish","1",NA,245,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RDJ","2018-T","1.5","PAPA-H-09",1669339,536376,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus catostomus","Longnose sucker","1",NA,295,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.051,510.2,155.83,-31.42,8.24,-2.99166666666667,7.20583333333333,"",""
"TCX","2018-T","1.5","PAPA-H-10",1669340,536377,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,363,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.933,427.98,133.91,-26.39,6.51,2.03833333333333,5.47583333333333,"",""
"TBP","2018-T","1.5","PAPA-H-11",1669341,536378,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,322,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.984,458.98,144.17,-27.01,7.46,1.41833333333333,6.42583333333333,"",""
"ICZ","2018-T","1.5","PAPA-H-12",1669342,536379,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,420,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.972,439.46,139.46,-25.61,6.09,2.81833333333334,5.05583333333333,"",""
"TBR","2018-T","1.5","QUEBEC-A-01",1669343,536385,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,387,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.913,415.2,128.98,-26.42,7.09,2.00833333333333,6.05583333333333,"",""
"ADQ","2018-T","1.5","QUEBEC-A-02",1669344,536386,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,410,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,0.968,446.7,141.07,-28.11,7.27,0.318333333333335,6.23583333333333,"",""
"PDK","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,370,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDA","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,172,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RDI","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Catostomus macrocheilus","Largescale sucker","1",NA,339,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCQ","2018-T","1.5","QUEBEC-A-03",1669345,536387,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,230,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.078,479.35,149.4,-27.91,7.86,0.518333333333334,6.82583333333333,"",""
"TDQ","2018-T","1.5","QUEBEC-A-04",1669346,536388,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,337,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.013,490.93,150.57,-26.02,7.22,2.40833333333333,6.18583333333333,"",""
"TBS","2018-T","1.5","QUEBEC-A-05",1669347,536389,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,471,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.059,495.11,153.37,-28.66,8.75,-0.231666666666666,7.71583333333333,"",""
"TCR","2018-T","1.5","QUEBEC-A-06",1669348,536390,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,209,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,1.026,479.47,146.83,-28.59,6.45,-0.161666666666665,5.41583333333333,"",""
"IDG","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,190,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDJ","2018-F","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,161,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCR","2018-T","1.5",NA,NA,NA,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,200,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RDM","2018-T","1.5","QUEBEC-A-07",1669349,536391,2017-10-31 00:00:00,"Hungry Horse",-28.4283333333333,1.03416666666667,NA,NA,"Fish","Mono gill net MTFWP","freezing","Ptychocheilus oregonensis","Northern pikeminnow","1",NA,575,NA,1900-01-01 00:00:00,60,2019-03-13 14:00:00,TRUE,1.056,513.07,152.37,-29.53,8.91,-1.10166666666667,7.87583333333333,"",""
"AZAG","2019-15-2","15",NA,NA,NA,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Plant","D-net","freezing","Macrophyte","Macrophyte","1",0.5,NA,NA,2019-08-29 12:15:00,60,2019-09-02 15:00:00,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AAAA","2019-AA","1.5","INDIA-G-11",1668657,538424,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Notonectidae","Backswimmer","6",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,FALSE,1.052,500.73,115.24,-24.89,3.24,-0.883000000000003,2.593,"",""
"AAAB","2019-AA","1.5","INDIA-G-12",1668658,538425,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Amphipoda","Scud","10",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,FALSE,0.934,341.84,85.76,-18.71,0.58,5.297,-0.0670000000000001,"",""
"AAAC","2019-AA","1.5","INDIA-H-01",1668659,538432,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","18",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,FALSE,0.92,439.38,92.02,-21.1,2.47,2.907,1.823,"",""
"AAAD","2019-AA","1.5","INDIA-H-02",1668660,538433,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Leptoceridae","Longhorned case maker caddisfly","2",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,FALSE,1.047,484.82,109.89,-27.49,3.91,-3.483,3.263,"",""
"AAAE","2019-AA","1.5","INDIA-H-03",1668661,538434,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Limnephilidae","Northern case maker caddisfly","1",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,TRUE,0.958,448.46,103.97,-26.13,2.19,-2.123,1.543,"",""
"AAAF","2019-AA","1.5","INDIA-H-04",1668662,538435,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Naididae","Oligochaete worm","14",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,FALSE,0.95,307.86,74.16,-21.31,0.17,2.697,-0.477,"",""
"AAAG","2019-AA","1.5","INDIA-H-05",1668663,538436,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Elmidae","Riffle beetle larvae","3",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,TRUE,1.096,489.37,108.3,-23.29,-0.65,0.716999999999999,-1.297,"",""
"AAAH","2019-AA","1.5",NA,NA,NA,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Chironomidae","Midge","2",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AAAI","2019-AA","1.5","INDIA-H-06",1668664,538437,2019-05-28 00:00:00,"Lindbergh",-24.007,0.647,"47.400424","-113.727414","Invertebrate","D-net","95% ethanol","Culicidae","Mosquito larvae","1",0.5,NA,NA,2019-08-27 10:00:00,60,2019-08-30 10:00:00,TRUE,0.953,457.55,122.07,-33.24,5.87,-9.233,5.223,"",""
